grade,sub_grade,purpose,addr_state,home_ownership,total_exposure,loan_count,default_count,avg_int_rate
B,B2,home_improvement,DE,RENT,31000.0,3,0,9.930000000000001
B,B2,home_improvement,FL,MORTGAGE,4050600.0,332,42,9.836355421686745
B,B2,home_improvement,FL,OWN,895425.0,69,12,9.756086956521738
B,B2,home_improvement,FL,RENT,190000.0,19,2,9.839473684210526
B,B2,home_improvement,GA,MORTGAGE,2018850.0,159,16,9.80125786163522
B,B2,home_improvement,GA,OWN,315700.0,25,4,9.6172
B,B2,home_improvement,GA,RENT,135900.0,10,1,9.871
B,B2,home_improvement,HI,MORTGAGE,79400.0,6,0,10.206666666666667
B,B2,home_improvement,HI,OWN,10000.0,1,0,9.49
B,B2,home_improvement,HI,RENT,25000.0,2,0,10.530000000000001
B,B2,home_improvement,ID,MORTGAGE,17000.0,3,0,10.293333333333335
B,B2,home_improvement,ID,OWN,27500.0,4,0,10.015
B,B2,home_improvement,IL,MORTGAGE,1693900.0,136,16,9.874558823529412
B,B2,home_improvement,IL,OWN,466800.0,29,2,9.816551724137934
B,B2,home_improvement,IL,RENT,180850.0,18,0,10.013333333333332
B,B2,home_improvement,IN,MORTGAGE,967225.0,79,15,9.835316455696205
B,B2,home_improvement,IN,OWN,118000.0,7,3,9.698571428571428
B,B2,home_improvement,IN,RENT,49000.0,5,0,10.256000000000002
B,B2,home_improvement,KS,MORTGAGE,403075.0,35,3,9.661428571428571
B,B2,home_improvement,KS,OWN,79200.0,7,0,9.814285714285715
B,B2,home_improvement,KY,MORTGAGE,326000.0,25,2,9.7136
B,B2,home_improvement,KY,OWN,29200.0,3,0,9.86
B,B2,home_improvement,LA,MORTGAGE,607725.0,48,14,9.678958333333334
B,B2,home_improvement,LA,OWN,136700.0,14,2,9.638571428571428
B,B2,home_improvement,LA,RENT,12700.0,3,1,9.770000000000001
B,B2,home_improvement,MA,MORTGAGE,1527475.0,107,6,9.92747663551402
B,B2,home_improvement,MA,OWN,213250.0,14,2,9.698571428571428
B,B2,home_improvement,MA,RENT,123750.0,12,1,9.640833333333333
B,B2,home_improvement,MD,MORTGAGE,1399375.0,106,17,9.875188679245285
B,B2,home_improvement,MD,OWN,174400.0,12,1,9.669166666666667
B,B2,home_improvement,MD,RENT,160275.0,12,0,9.748333333333333
B,B2,home_improvement,ME,MORTGAGE,51000.0,2,2,9.325
B,B2,home_improvement,MI,MORTGAGE,1567100.0,128,14,9.751953125
B,B2,home_improvement,MI,OTHER,4800.0,1,0,9.76
B,B2,home_improvement,MI,OWN,281500.0,20,3,9.820500000000001
B,B2,home_improvement,MI,RENT,71000.0,7,2,10.241428571428571
B,B2,home_improvement,MN,MORTGAGE,897875.0,60,12,10.122166666666667
B,B2,home_improvement,MN,OWN,156200.0,11,0,9.950909090909091
B,B2,home_improvement,MN,RENT,109000.0,7,2,10.117142857142857
B,B2,home_improvement,MO,MORTGAGE,660425.0,61,5,9.987377049180326
B,B2,home_improvement,MO,OWN,163050.0,14,1,9.640714285714285
B,B2,home_improvement,MO,RENT,46500.0,4,0,9.977500000000001
B,B2,home_improvement,MS,MORTGAGE,168900.0,13,3,9.563846153846155
B,B2,home_improvement,MS,OWN,108000.0,6,1,9.17
B,B2,home_improvement,MS,RENT,10000.0,1,0,9.49
B,B2,home_improvement,MT,MORTGAGE,209600.0,15,4,9.738666666666665
B,B2,home_improvement,MT,OWN,32000.0,3,0,9.86
B,B2,home_improvement,NC,MORTGAGE,1521550.0,114,16,9.917543859649122
B,B2,home_improvement,NC,OWN,238325.0,21,1,9.626190476190475
B,B2,home_improvement,NC,RENT,80000.0,9,2,9.964444444444446
B,B2,home_improvement,ND,MORTGAGE,38000.0,4,0,9.915000000000001
B,B2,home_improvement,ND,RENT,12000.0,1,1,9.17
B,B2,home_improvement,NE,MORTGAGE,26600.0,4,1,9.247499999999999
B,B2,home_improvement,NE,OWN,20000.0,2,0,9.325
B,B2,home_improvement,NH,MORTGAGE,257275.0,23,1,9.840434782608696
B,B2,home_improvement,NH,OWN,42000.0,3,0,10.046666666666667
B,B2,home_improvement,NJ,MORTGAGE,2091150.0,145,21,9.958000000000002
B,B2,home_improvement,NJ,OWN,431500.0,29,8,9.671034482758621
B,B2,home_improvement,NJ,RENT,274900.0,20,2,9.717
B,B2,home_improvement,NM,MORTGAGE,343600.0,23,5,9.79391304347826
B,B2,home_improvement,NM,OWN,32000.0,2,0,9.33
B,B2,home_improvement,NV,MORTGAGE,819550.0,65,4,9.984307692307691
B,B2,home_improvement,NV,OWN,75400.0,7,1,9.384285714285713
B,B2,home_improvement,NV,RENT,97800.0,8,1,10.076250000000002
B,B2,home_improvement,NY,MORTGAGE,2675525.0,201,16,9.888905472636813
B,B2,home_improvement,NY,OWN,853425.0,62,10,10.040967741935484
B,B2,home_improvement,NY,RENT,719725.0,65,3,9.81723076923077
B,B2,home_improvement,OH,MORTGAGE,1517025.0,133,21,9.886165413533835
B,B2,home_improvement,OH,OWN,231825.0,25,2,9.6164
B,B2,home_improvement,OH,RENT,98225.0,7,2,9.52
B,B2,home_improvement,OK,MORTGAGE,384300.0,36,2,9.93277777777778
B,B2,home_improvement,OK,OWN,95800.0,9,2,10.05777777777778
B,B2,home_improvement,OK,RENT,3600.0,1,0,10.74
B,B2,home_improvement,OR,MORTGAGE,630725.0,47,7,9.894468085106382
B,B2,home_improvement,OR,OWN,27000.0,4,0,10.057500000000001
B,B2,home_improvement,OR,RENT,51200.0,5,1,9.822
B,B2,home_improvement,PA,MORTGAGE,1866450.0,157,17,9.832165605095541
B,B2,home_improvement,PA,OWN,409175.0,30,6,9.815333333333333
B,B2,home_improvement,PA,RENT,69600.0,6,0,9.943333333333333
B,B2,home_improvement,RI,MORTGAGE,174275.0,14,1,9.649285714285712
B,B2,home_improvement,RI,OWN,63000.0,4,2,9.8775
B,B2,home_improvement,SC,MORTGAGE,473950.0,43,3,9.858837209302328
B,B2,home_improvement,SC,OWN,135700.0,11,1,10.013636363636364
B,B2,home_improvement,SC,RENT,85400.0,4,0,9.95
B,B2,home_improvement,SD,MORTGAGE,99400.0,6,1,9.58
B,B2,home_improvement,SD,OWN,14000.0,1,0,9.49
B,B2,home_improvement,TN,MORTGAGE,755175.0,56,10,10.05125
B,B2,home_improvement,TN,OWN,168650.0,15,0,9.871333333333332
B,B2,home_improvement,TX,ANY,6000.0,1,0,10.49
B,B2,home_improvement,TX,MORTGAGE,4565100.0,334,35,9.923862275449101
B,B2,home_improvement,TX,OWN,991600.0,81,13,9.773703703703703
B,B2,home_improvement,TX,RENT,208350.0,17,3,9.717058823529412
B,B2,home_improvement,UT,MORTGAGE,413550.0,28,1,10.012500000000001
B,B2,home_improvement,UT,OWN,33000.0,2,0,9.545
B,B2,home_improvement,VA,MORTGAGE,1749575.0,120,14,9.999083333333337
B,B2,home_improvement,VA,OWN,167850.0,15,1,9.538666666666668
B,B2,home_improvement,VA,RENT,264700.0,16,3,10.04375
B,B2,home_improvement,VT,MORTGAGE,46700.0,5,0,9.98
B,B2,home_improvement,VT,OWN,20000.0,1,1,9.93
B,B2,home_improvement,WA,MORTGAGE,958575.0,76,4,9.90421052631579
B,B2,home_improvement,WA,OWN,101000.0,10,1,9.962
B,B2,home_improvement,WA,RENT,185400.0,13,1,9.703076923076923
B,B2,home_improvement,WI,MORTGAGE,691625.0,57,4,9.8059649122807
B,B2,home_improvement,WI,OWN,83400.0,8,1,9.9825
B,B2,home_improvement,WI,RENT,52000.0,3,0,10.353333333333333
B,B2,home_improvement,WV,MORTGAGE,147175.0,15,2,10.094
B,B2,home_improvement,WV,OWN,27000.0,3,0,10.256666666666666
B,B2,home_improvement,WV,RENT,12000.0,1,0,10.99
B,B2,home_improvement,WY,MORTGAGE,65900.0,6,0,9.761666666666667
B,B2,home_improvement,WY,OWN,12000.0,1,0,9.17
B,B2,house,AK,MORTGAGE,3000.0,1,0,10.99
B,B2,house,AL,MORTGAGE,20400.0,2,1,10.74
B,B2,house,AL,OWN,16400.0,2,0,9.93
B,B2,house,AR,MORTGAGE,15000.0,1,0,9.92
B,B2,house,AR,RENT,3000.0,1,0,10.74
B,B2,house,AZ,MORTGAGE,43200.0,4,0,10.22
B,B2,house,AZ,RENT,11000.0,2,0,10.535
B,B2,house,CA,MORTGAGE,208375.0,11,0,9.906363636363636
B,B2,house,CA,OWN,45000.0,2,0,10.895
B,B2,house,CA,RENT,163250.0,12,1,10.301666666666668
B,B2,house,CO,MORTGAGE,62000.0,3,1,9.783333333333333
B,B2,house,CO,OWN,40000.0,1,0,10.07
B,B2,house,CO,RENT,55000.0,2,1,9.55
B,B2,house,DC,RENT,35000.0,1,0,11.14
B,B2,house,FL,MORTGAGE,300675.0,15,3,10.272
B,B2,house,FL,OWN,102475.0,5,2,10.554
B,B2,house,FL,RENT,141100.0,8,3,9.990000000000002
B,B2,house,GA,MORTGAGE,29025.0,3,0,10.38
B,B2,house,GA,OWN,44175.0,4,1,10.23
B,B2,house,GA,RENT,69450.0,4,0,9.950000000000001
B,B2,house,IL,MORTGAGE,113000.0,4,1,9.735
B,B2,house,IL,OWN,85000.0,5,0,10.086000000000002
B,B2,house,IL,RENT,55600.0,4,0,9.852500000000001
B,B2,house,IN,MORTGAGE,114000.0,6,2,9.818333333333333
B,B2,house,IN,OWN,32000.0,2,0,9.620000000000001
B,B2,house,IN,RENT,8000.0,1,0,10.49
B,B2,house,KY,MORTGAGE,50000.0,2,0,10.0
B,B2,house,KY,OWN,5000.0,1,0,10.07
B,B2,house,LA,MORTGAGE,40000.0,2,0,10.29
B,B2,house,LA,OWN,6000.0,1,0,9.93
B,B2,house,LA,RENT,7000.0,1,0,9.25
B,B2,house,MA,MORTGAGE,75000.0,3,1,10.573333333333332
B,B2,house,MA,RENT,120400.0,4,0,9.957500000000001
B,B2,house,MD,RENT,8000.0,1,1,9.93
B,B2,house,ME,RENT,16500.0,2,1,10.21
B,B2,house,MI,MORTGAGE,165100.0,9,1,10.563333333333334
B,B2,house,MI,RENT,77000.0,3,1,10.793333333333335
B,B2,house,MN,MORTGAGE,43000.0,2,0,10.335
B,B2,house,MN,OWN,16000.0,1,0,9.92
B,B2,house,MO,MORTGAGE,8000.0,1,0,9.49
B,B2,house,MO,OWN,31000.0,2,0,9.545
B,B2,house,MO,RENT,6000.0,1,0,10.75
B,B2,house,MS,MORTGAGE,12000.0,1,0,9.17
B,B2,house,MS,OWN,14400.0,1,0,9.92
B,B2,house,NC,OWN,10000.0,1,0,9.93
B,B2,house,NC,RENT,29000.0,2,0,10.57
B,B2,house,NE,MORTGAGE,25000.0,1,0,9.93
B,B2,house,NH,MORTGAGE,18000.0,1,0,9.93
B,B2,house,NJ,MORTGAGE,167200.0,7,1,9.865714285714287
B,B2,house,NJ,OWN,29000.0,3,0,10.33
B,B2,house,NJ,RENT,142200.0,9,1,10.295555555555556
B,B2,house,NM,MORTGAGE,20000.0,1,0,9.93
B,B2,house,NM,OWN,10000.0,1,0,9.93
B,B2,house,NV,MORTGAGE,93800.0,4,0,10.345
B,B2,house,NV,OWN,18775.0,1,1,10.64
B,B2,house,NY,MORTGAGE,57450.0,5,1,10.07
B,B2,house,NY,OWN,104700.0,5,0,10.304
B,B2,house,NY,RENT,162300.0,12,2,10.271666666666668
B,B2,house,OH,MORTGAGE,37000.0,3,0,10.48
B,B2,house,OH,OWN,12800.0,2,1,10.26
B,B2,house,OH,RENT,35750.0,4,1,10.595
B,B2,house,OK,RENT,30000.0,1,0,9.92
B,B2,house,OR,OWN,6000.0,1,0,9.49
B,B2,house,OR,RENT,61975.0,4,0,10.235
B,B2,house,PA,MORTGAGE,79600.0,4,0,9.870000000000001
B,B2,house,PA,OWN,6000.0,1,0,9.93
B,B2,house,PA,RENT,5000.0,1,0,9.49
B,B2,house,RI,RENT,15000.0,1,0,9.93
B,B2,house,SC,MORTGAGE,6000.0,1,0,9.16
B,B2,house,TN,MORTGAGE,39000.0,1,0,9.93
B,B2,house,TN,OWN,20600.0,2,0,9.55
B,B2,house,TX,MORTGAGE,169600.0,12,3,10.121666666666668
B,B2,house,TX,OWN,13200.0,2,1,9.71
B,B2,house,TX,RENT,28400.0,4,1,10.1425
B,B2,house,VA,MORTGAGE,32800.0,2,0,10.285
B,B2,house,VA,RENT,75925.0,3,0,10.046666666666667
B,B2,house,WA,MORTGAGE,57800.0,4,1,9.875
B,B2,house,WA,RENT,48000.0,2,0,10.035
B,B2,house,WI,OWN,18000.0,1,0,10.64
B,B2,house,WI,RENT,5000.0,1,0,10.07
B,B2,house,WY,MORTGAGE,20000.0,1,0,10.47
B,B2,major_purchase,AK,MORTGAGE,23200.0,3,0,10.686666666666667
B,B2,major_purchase,AK,RENT,28000.0,1,0,10.64
B,B2,major_purchase,AL,MORTGAGE,117650.0,9,1,10.372222222222222
B,B2,major_purchase,AL,OWN,10075.0,3,0,9.273333333333333
B,B2,major_purchase,AL,RENT,32800.0,6,0,9.596666666666668
B,B2,major_purchase,AR,MORTGAGE,84500.0,8,2,10.055
B,B2,major_purchase,AR,OWN,12800.0,3,0,10.910000000000002
B,B2,major_purchase,AR,RENT,5000.0,1,1,9.17
B,B2,major_purchase,AZ,MORTGAGE,289000.0,17,2,9.969411764705884
B,B2,major_purchase,AZ,OWN,112300.0,9,0,9.672222222222222
B,B2,major_purchase,AZ,RENT,138300.0,13,1,9.598461538461539
B,B2,major_purchase,CA,MORTGAGE,833575.0,64,5,9.95375
B,B2,major_purchase,CA,OWN,216975.0,19,8,10.148421052631578
B,B2,major_purchase,CA,RENT,1419400.0,129,20,9.959767441860468
B,B2,major_purchase,CO,MORTGAGE,281500.0,24,2,9.742916666666666
B,B2,major_purchase,CO,OWN,48500.0,4,1,9.535
B,B2,major_purchase,CO,RENT,104800.0,8,1,10.265
B,B2,major_purchase,CT,MORTGAGE,140500.0,11,0,10.260909090909092
B,B2,major_purchase,CT,OWN,15000.0,1,0,9.93
B,B2,major_purchase,CT,RENT,67725.0,9,0,9.67
B,B2,major_purchase,DC,MORTGAGE,29700.0,1,0,11.14
B,B2,major_purchase,DC,RENT,8000.0,1,0,9.16
B,B2,major_purchase,DE,MORTGAGE,10350.0,3,0,9.75
B,B2,major_purchase,DE,RENT,24000.0,1,0,9.17
B,B2,major_purchase,FL,MORTGAGE,514975.0,49,5,9.99408163265306
B,B2,major_purchase,FL,OWN,205700.0,18,1,9.794444444444443
B,B2,major_purchase,FL,RENT,395550.0,48,8,9.9675
B,B2,major_purchase,GA,MORTGAGE,436875.0,36,2,10.043055555555556
B,B2,major_purchase,GA,OWN,87200.0,7,0,9.698571428571428
B,B2,major_purchase,GA,RENT,203150.0,22,2,9.90318181818182
B,B2,major_purchase,HI,MORTGAGE,6000.0,1,0,9.17
B,B2,major_purchase,HI,OWN,12000.0,1,0,9.17
B,B2,major_purchase,HI,RENT,50550.0,4,1,10.4325
B,B2,major_purchase,ID,MORTGAGE,10000.0,1,0,9.93
B,B2,major_purchase,ID,RENT,3000.0,1,0,9.16
B,B2,major_purchase,IL,MORTGAGE,240325.0,23,0,10.361739130434783
B,B2,major_purchase,IL,OWN,88000.0,6,0,9.908333333333333
B,B2,major_purchase,IL,RENT,230700.0,23,3,10.214347826086957
B,B2,major_purchase,IN,MORTGAGE,149100.0,18,1,9.853333333333333
B,B2,major_purchase,IN,OWN,30600.0,4,1,9.355
B,B2,major_purchase,IN,RENT,95900.0,9,1,9.794444444444444
B,B2,major_purchase,KS,MORTGAGE,113200.0,8,2,9.8925
B,B2,major_purchase,KS,RENT,8225.0,2,0,9.71
B,B2,major_purchase,KY,MORTGAGE,46000.0,6,0,10.3
B,B2,major_purchase,KY,OWN,30800.0,4,0,9.725000000000001
B,B2,major_purchase,LA,MORTGAGE,254700.0,24,5,9.802083333333334
B,B2,major_purchase,LA,OWN,38000.0,3,0,9.933333333333334
B,B2,major_purchase,LA,RENT,42150.0,8,1,9.775
B,B2,major_purchase,MA,MORTGAGE,174825.0,16,2,9.8025
B,B2,major_purchase,MA,OWN,31700.0,3,0,9.276666666666666
B,B2,major_purchase,MA,RENT,268525.0,21,3,9.861904761904762
B,B2,major_purchase,MD,MORTGAGE,193775.0,22,1,9.969545454545456
B,B2,major_purchase,MD,OWN,5400.0,2,1,10.155000000000001
B,B2,major_purchase,MD,RENT,187850.0,21,4,10.045238095238094
B,B2,major_purchase,ME,MORTGAGE,34500.0,4,1,9.875
B,B2,major_purchase,ME,RENT,20800.0,1,0,9.93
B,B2,major_purchase,MI,MORTGAGE,232200.0,22,2,9.567727272727273
B,B2,major_purchase,MI,OWN,29575.0,6,1,10.318333333333335
B,B2,major_purchase,MI,RENT,175950.0,17,4,9.945882352941178
B,B2,major_purchase,MN,MORTGAGE,71975.0,8,0,10.355
B,B2,major_purchase,MN,OWN,20000.0,1,0,11.48
B,B2,major_purchase,MN,RENT,85325.0,8,1,9.80625
B,B2,major_purchase,MO,MORTGAGE,138100.0,16,3,9.765625
B,B2,major_purchase,MO,OWN,34400.0,2,0,9.99
B,B2,major_purchase,MO,RENT,91575.0,6,1,9.903333333333334
B,B2,major_purchase,MS,MORTGAGE,40000.0,5,0,9.43
B,B2,major_purchase,MS,RENT,2500.0,1,0,10.49
B,B2,major_purchase,MT,MORTGAGE,16000.0,2,1,9.55
B,B2,major_purchase,MT,OWN,2200.0,1,0,10.49
B,B2,major_purchase,MT,RENT,8000.0,1,0,9.16
B,B2,major_purchase,NC,MORTGAGE,458000.0,37,2,9.94054054054054
B,B2,major_purchase,NC,OWN,58000.0,9,0,9.58
B,B2,major_purchase,NC,RENT,125875.0,16,2,10.21
B,B2,major_purchase,ND,MORTGAGE,3600.0,1,0,9.16
B,B2,major_purchase,ND,OWN,24000.0,1,0,10.49
B,B2,major_purchase,ND,RENT,14000.0,1,0,9.93
B,B2,major_purchase,NE,MORTGAGE,11125.0,2,0,9.55
B,B2,major_purchase,NE,RENT,10000.0,1,0,9.93
B,B2,major_purchase,NH,MORTGAGE,24500.0,3,0,9.826666666666666
B,B2,major_purchase,NH,OWN,8000.0,1,0,9.49
B,B2,major_purchase,NJ,MORTGAGE,199500.0,16,3,9.736875
B,B2,major_purchase,NJ,OWN,99900.0,9,1,9.711111111111112
B,B2,major_purchase,NJ,RENT,259350.0,25,3,10.0952
B,B2,major_purchase,NM,MORTGAGE,34425.0,2,1,9.325
B,B2,major_purchase,NM,RENT,3075.0,1,1,9.49
B,B2,major_purchase,NV,MORTGAGE,219850.0,15,1,9.814666666666666
B,B2,major_purchase,NV,OWN,8400.0,2,0,9.325
B,B2,major_purchase,NV,RENT,90125.0,10,1,9.406
B,B2,major_purchase,NY,MORTGAGE,297500.0,34,4,10.112058823529413
B,B2,major_purchase,NY,OWN,69800.0,8,0,10.245000000000001
B,B2,major_purchase,NY,RENT,863900.0,87,10,10.00655172413793
B,B2,major_purchase,OH,MORTGAGE,354400.0,36,4,9.802777777777779
B,B2,major_purchase,OH,OWN,103100.0,9,1,9.91777777777778
B,B2,major_purchase,OH,RENT,298125.0,27,5,9.89074074074074
B,B2,major_purchase,OK,MORTGAGE,80700.0,9,0,10.316666666666666
B,B2,major_purchase,OK,OWN,114850.0,5,2,10.392
B,B2,major_purchase,OR,MORTGAGE,121000.0,9,1,10.002222222222223
B,B2,major_purchase,OR,OWN,9000.0,1,0,9.17
B,B2,major_purchase,OR,RENT,51100.0,5,1,9.58
B,B2,major_purchase,PA,MORTGAGE,224950.0,29,6,10.033103448275863
B,B2,major_purchase,PA,OWN,110000.0,12,1,10.165000000000001
B,B2,major_purchase,PA,RENT,267325.0,29,3,9.786206896551725
B,B2,major_purchase,RI,MORTGAGE,10000.0,1,0,9.49
B,B2,major_purchase,RI,RENT,28300.0,3,0,9.826666666666668
B,B2,major_purchase,SC,MORTGAGE,96800.0,9,0,10.032222222222224
B,B2,major_purchase,SC,OWN,20500.0,3,1,9.49
B,B2,major_purchase,SC,RENT,29000.0,3,0,9.606666666666667
B,B2,major_purchase,SD,MORTGAGE,28000.0,1,0,10.49
B,B2,major_purchase,SD,RENT,9600.0,2,0,9.55
B,B2,major_purchase,TN,MORTGAGE,79350.0,15,1,9.656000000000002
B,B2,major_purchase,TN,OWN,56100.0,4,1,9.33
B,B2,major_purchase,TN,RENT,70650.0,7,1,9.641428571428573
B,B2,major_purchase,TX,MORTGAGE,917425.0,89,4,10.042584269662923
B,B2,major_purchase,TX,OWN,101350.0,12,2,9.738333333333335
B,B2,major_purchase,TX,RENT,457125.0,60,8,9.776333333333332
B,B2,major_purchase,UT,MORTGAGE,19200.0,2,0,10.535
B,B2,major_purchase,UT,RENT,22200.0,2,0,9.879999999999999
B,B2,major_purchase,VA,MORTGAGE,324300.0,27,5,10.071111111111112
B,B2,major_purchase,VA,OWN,46600.0,4,0,9.93
B,B2,major_purchase,VA,RENT,244100.0,17,4,10.049999999999999
B,B2,major_purchase,VT,MORTGAGE,3000.0,1,0,10.49
B,B2,major_purchase,VT,RENT,2000.0,1,1,10.74
B,B2,major_purchase,WA,MORTGAGE,178600.0,14,2,9.949285714285717
B,B2,major_purchase,WA,RENT,44500.0,6,1,9.951666666666666
B,B2,major_purchase,WI,MORTGAGE,105775.0,12,2,10.036666666666667
B,B2,major_purchase,WI,RENT,70950.0,10,1,10.232
B,B2,major_purchase,WV,MORTGAGE,32000.0,3,0,10.513333333333334
B,B2,major_purchase,WY,MORTGAGE,41400.0,4,0,10.5675
B,B2,major_purchase,WY,RENT,4400.0,2,1,9.879999999999999
B,B2,medical,AL,MORTGAGE,64475.0,8,2,10.08125
B,B2,medical,AL,OWN,16000.0,2,1,10.04
B,B2,medical,AL,RENT,18200.0,2,0,10.615
B,B2,medical,AR,MORTGAGE,36000.0,4,1,9.81
B,B2,medical,AZ,MORTGAGE,102400.0,11,3,9.773636363636363
B,B2,medical,AZ,OWN,32000.0,3,0,9.276666666666666
B,B2,medical,AZ,RENT,37950.0,9,0,9.735555555555557
B,B2,medical,CA,MORTGAGE,385100.0,38,5,9.981052631578947
B,B2,medical,CA,OWN,57600.0,9,2,9.973333333333334
B,B2,medical,CA,RENT,553900.0,68,11,9.783970588235293
B,B2,medical,CO,MORTGAGE,105000.0,7,1,10.014285714285714
B,B2,medical,CO,OWN,10000.0,1,0,10.72
B,B2,medical,CO,RENT,40200.0,6,1,10.243333333333334
B,B2,medical,CT,MORTGAGE,27200.0,3,1,9.496666666666668
B,B2,medical,CT,RENT,53700.0,6,1,10.433333333333334
B,B2,medical,DC,RENT,27000.0,3,0,9.856666666666667
B,B2,medical,DE,RENT,5200.0,1,1,10.15
B,B2,medical,FL,ANY,8000.0,1,0,10.49
B,B2,medical,FL,MORTGAGE,182700.0,20,4,9.705499999999999
B,B2,medical,FL,OWN,88800.0,9,1,9.940000000000001
B,B2,medical,FL,RENT,294025.0,25,4,10.0012
B,B2,medical,GA,MORTGAGE,169325.0,19,2,9.776842105263158
B,B2,medical,GA,OWN,30800.0,2,1,9.54
B,B2,medical,GA,RENT,29675.0,4,1,9.7125
B,B2,medical,HI,RENT,46000.0,3,0,9.936666666666667
B,B2,medical,ID,MORTGAGE,10250.0,2,1,9.71
B,B2,medical,IL,MORTGAGE,130475.0,13,0,9.987692307692308
B,B2,medical,IL,OWN,6000.0,1,0,9.49
B,B2,medical,IL,RENT,77800.0,11,2,9.932727272727272
B,B2,medical,IN,MORTGAGE,70300.0,7,1,9.974285714285713
B,B2,medical,IN,OWN,9000.0,2,0,9.66
B,B2,medical,IN,RENT,5600.0,1,1,9.49
B,B2,medical,KS,MORTGAGE,25125.0,3,0,9.883333333333333
B,B2,medical,KS,OWN,7000.0,1,0,11.14
B,B2,medical,KS,RENT,5250.0,1,0,9.17
B,B2,medical,KY,MORTGAGE,30000.0,6,2,10.093333333333335
B,B2,medical,KY,OWN,6000.0,1,1,9.17
B,B2,medical,KY,RENT,10500.0,2,0,10.21
B,B2,medical,LA,MORTGAGE,36000.0,4,0,9.88
B,B2,medical,LA,OWN,21200.0,3,1,9.933333333333335
B,B2,medical,LA,RENT,7500.0,2,2,10.075
B,B2,medical,MA,MORTGAGE,81625.0,8,0,9.42625
B,B2,medical,MA,OWN,4800.0,1,0,9.17
B,B2,medical,MA,RENT,47350.0,4,1,9.5
B,B2,medical,MD,MORTGAGE,29950.0,3,0,9.71
B,B2,medical,MD,OWN,8000.0,1,0,10.15
B,B2,medical,MD,RENT,40000.0,4,0,9.7675
B,B2,medical,MI,MORTGAGE,68100.0,9,2,10.094444444444445
B,B2,medical,MI,OWN,15800.0,2,0,9.825
B,B2,medical,MI,RENT,14250.0,2,0,10.46
B,B2,medical,MN,MORTGAGE,69400.0,10,0,9.576
B,B2,medical,MN,OWN,25000.0,1,1,9.17
B,B2,medical,MN,RENT,19325.0,4,0,10.4975
B,B2,medical,MO,MORTGAGE,37000.0,7,2,9.745714285714286
B,B2,medical,MO,OWN,4800.0,1,0,9.93
B,B2,medical,MO,RENT,23800.0,3,3,9.606666666666667
B,B2,medical,MS,MORTGAGE,9800.0,1,1,10.49
B,B2,medical,MS,RENT,3000.0,1,1,9.93
B,B2,medical,MT,MORTGAGE,5000.0,1,0,10.49
B,B2,medical,MT,RENT,10400.0,2,0,10.535
B,B2,medical,NC,MORTGAGE,80200.0,11,1,9.845454545454546
B,B2,medical,NC,OWN,40525.0,5,2,9.668
B,B2,medical,NC,RENT,62775.0,10,2,10.074
B,B2,medical,NE,MORTGAGE,13500.0,3,0,9.673333333333334
B,B2,medical,NE,RENT,5000.0,2,0,9.55
B,B2,medical,NH,MORTGAGE,32500.0,2,0,9.870000000000001
B,B2,medical,NH,RENT,5000.0,1,0,9.17
B,B2,medical,NJ,MORTGAGE,50500.0,6,1,9.565
B,B2,medical,NJ,OWN,25050.0,3,1,10.116666666666667
B,B2,medical,NJ,RENT,83750.0,10,0,9.728
B,B2,medical,NM,MORTGAGE,36500.0,4,2,9.6275
B,B2,medical,NM,RENT,3250.0,1,0,9.16
B,B2,medical,NV,MORTGAGE,37200.0,5,2,10.373999999999999
B,B2,medical,NV,RENT,25950.0,5,0,10.012
B,B2,medical,NY,MORTGAGE,99300.0,11,1,9.670909090909092
B,B2,medical,NY,OWN,69000.0,5,2,9.846
B,B2,medical,NY,RENT,297625.0,33,5,9.721515151515153
B,B2,medical,OH,MORTGAGE,87650.0,14,2,9.651428571428571
B,B2,medical,OH,RENT,35600.0,7,2,9.84142857142857
B,B2,medical,OK,MORTGAGE,25500.0,4,0,9.625
B,B2,medical,OK,RENT,3000.0,1,1,9.49
B,B2,medical,OR,MORTGAGE,29000.0,1,0,10.74
B,B2,medical,OR,RENT,29700.0,3,0,9.423333333333334
B,B2,medical,PA,MORTGAGE,99950.0,15,1,9.892000000000001
B,B2,medical,PA,RENT,26000.0,5,1,9.892
B,B2,medical,RI,MORTGAGE,12000.0,1,0,9.93
B,B2,medical,RI,OWN,6000.0,1,0,9.93
B,B2,medical,SC,MORTGAGE,52000.0,7,1,10.030000000000001
B,B2,medical,SC,OWN,6500.0,1,0,9.93
B,B2,medical,SC,RENT,14500.0,2,0,9.33
B,B2,medical,SD,MORTGAGE,11700.0,1,0,10.99
B,B2,medical,TN,MORTGAGE,100600.0,11,0,9.994545454545454
B,B2,medical,TN,OWN,10000.0,2,0,9.55
B,B2,medical,TN,RENT,9500.0,3,1,9.683333333333335
B,B2,medical,TX,MORTGAGE,365725.0,43,6,9.712093023255813
B,B2,medical,TX,OWN,92350.0,8,1,9.85125
B,B2,medical,TX,RENT,162300.0,22,6,9.826363636363636
B,B2,medical,UT,MORTGAGE,63125.0,8,0,9.9375
B,B2,medical,UT,RENT,21400.0,2,0,9.925
B,B2,medical,VA,MORTGAGE,75700.0,11,1,9.850000000000001
B,B2,medical,VA,OWN,2500.0,1,0,9.17
