grade,sub_grade,purpose,addr_state,home_ownership,total_exposure,loan_count,default_count,avg_int_rate
A,A1,car,AK,MORTGAGE,5000.0,1,0,6.03
A,A1,car,AK,OWN,3500.0,1,0,5.42
A,A1,car,AL,MORTGAGE,47800.0,5,0,5.482000000000001
A,A1,car,AL,RENT,19000.0,3,0,5.590000000000001
A,A1,car,AR,MORTGAGE,33900.0,5,1,5.746
A,A1,car,AR,OWN,38800.0,2,0,5.32
A,A1,car,AR,RENT,11500.0,1,0,7.05
A,A1,car,AZ,MORTGAGE,149175.0,16,0,5.514375
A,A1,car,AZ,OWN,4500.0,1,0,5.32
A,A1,car,AZ,RENT,4500.0,1,0,5.32
A,A1,car,CA,MORTGAGE,375600.0,43,0,5.583023255813953
A,A1,car,CA,OWN,166000.0,16,1,5.7006250000000005
A,A1,car,CA,RENT,468200.0,50,4,5.654599999999999
A,A1,car,CO,MORTGAGE,160100.0,15,0,5.570000000000001
A,A1,car,CO,OWN,64300.0,5,0,6.0760000000000005
A,A1,car,CO,RENT,43600.0,4,2,5.4725
A,A1,car,CT,MORTGAGE,65200.0,9,0,5.835555555555556
A,A1,car,CT,OWN,45700.0,6,0,5.4383333333333335
A,A1,car,CT,RENT,4800.0,1,0,5.42
A,A1,car,DC,MORTGAGE,5500.0,1,0,5.32
A,A1,car,DC,RENT,56900.0,4,0,5.4725
A,A1,car,DE,MORTGAGE,3200.0,1,0,5.42
A,A1,car,FL,ANY,5000.0,1,0,5.32
A,A1,car,FL,MORTGAGE,297425.0,31,0,5.611935483870969
A,A1,car,FL,OWN,59500.0,9,0,5.645555555555556
A,A1,car,FL,RENT,70500.0,9,1,5.680000000000001
A,A1,car,GA,MORTGAGE,218350.0,25,1,5.704400000000001
A,A1,car,GA,OWN,27150.0,2,0,5.675000000000001
A,A1,car,GA,RENT,65100.0,8,1,5.7387500000000005
A,A1,car,HI,MORTGAGE,20000.0,1,0,5.32
A,A1,car,HI,OWN,8000.0,1,0,5.32
A,A1,car,ID,RENT,15000.0,1,0,5.32
A,A1,car,IL,MORTGAGE,209400.0,21,0,5.599523809523809
A,A1,car,IL,OWN,26300.0,4,0,5.852500000000001
A,A1,car,IL,RENT,45300.0,6,0,5.836666666666666
A,A1,car,IN,MORTGAGE,125600.0,14,2,5.421428571428572
A,A1,car,IN,OWN,7500.0,1,0,6.03
A,A1,car,IN,RENT,16000.0,1,0,5.32
A,A1,car,KS,MORTGAGE,9000.0,1,0,5.32
A,A1,car,KS,OWN,10000.0,1,0,5.32
A,A1,car,KS,RENT,12500.0,2,0,5.675000000000001
A,A1,car,KY,MORTGAGE,6600.0,1,0,5.32
A,A1,car,KY,OWN,10000.0,1,0,5.32
A,A1,car,LA,MORTGAGE,41000.0,5,1,5.336
A,A1,car,LA,OWN,27000.0,3,0,5.793333333333334
A,A1,car,LA,RENT,33800.0,5,1,5.872000000000001
A,A1,car,MA,ANY,10000.0,1,0,5.32
A,A1,car,MA,MORTGAGE,93175.0,12,0,5.675000000000001
A,A1,car,MA,OWN,14200.0,2,0,5.32
A,A1,car,MA,RENT,82500.0,7,2,6.174285714285714
A,A1,car,MD,MORTGAGE,118850.0,11,1,5.845454545454547
A,A1,car,MD,OWN,98700.0,9,0,5.406666666666666
A,A1,car,ME,MORTGAGE,32000.0,1,0,5.32
A,A1,car,MI,MORTGAGE,98200.0,12,1,5.786666666666666
A,A1,car,MI,OWN,24950.0,3,0,5.793333333333334
A,A1,car,MI,RENT,42300.0,6,0,5.5566666666666675
A,A1,car,MN,MORTGAGE,52200.0,7,1,5.522857142857143
A,A1,car,MN,OWN,28100.0,2,0,6.1850000000000005
A,A1,car,MN,RENT,4800.0,2,0,5.855
A,A1,car,MO,MORTGAGE,103700.0,14,0,5.645714285714286
A,A1,car,MO,RENT,29000.0,2,0,5.32
A,A1,car,MS,MORTGAGE,15000.0,1,0,5.32
A,A1,car,MS,OWN,5500.0,1,0,5.32
A,A1,car,MS,RENT,7000.0,1,0,5.93
A,A1,car,MT,MORTGAGE,37500.0,3,0,5.32
A,A1,car,MT,OWN,10775.0,2,0,5.675000000000001
A,A1,car,MT,RENT,7200.0,1,0,5.32
A,A1,car,NC,MORTGAGE,102400.0,13,0,5.607692307692308
A,A1,car,NC,OWN,39000.0,6,1,5.675000000000001
A,A1,car,NC,RENT,16950.0,2,0,5.32
A,A1,car,NE,MORTGAGE,11600.0,2,0,5.3149999999999995
A,A1,car,NE,OWN,14800.0,2,0,5.32
A,A1,car,NE,RENT,9500.0,2,1,5.32
A,A1,car,NH,MORTGAGE,15200.0,1,0,6.03
A,A1,car,NH,OWN,17300.0,2,0,5.625
A,A1,car,NH,RENT,3500.0,1,0,5.42
A,A1,car,NJ,MORTGAGE,124000.0,14,1,5.707857142857143
A,A1,car,NJ,OWN,16300.0,3,0,5.5566666666666675
A,A1,car,NJ,RENT,75900.0,10,0,5.736
A,A1,car,NM,MORTGAGE,34500.0,4,0,5.8525
A,A1,car,NV,MORTGAGE,123950.0,12,0,5.514166666666668
A,A1,car,NV,RENT,40000.0,4,0,5.4975000000000005
A,A1,car,NY,MORTGAGE,325775.0,33,0,5.606363636363637
A,A1,car,NY,OWN,64850.0,11,0,5.744545454545455
A,A1,car,NY,RENT,119775.0,15,0,5.5566666666666675
A,A1,car,OH,MORTGAGE,128550.0,14,0,5.580714285714286
A,A1,car,OH,OWN,38500.0,7,1,5.725714285714287
A,A1,car,OH,RENT,41200.0,5,1,5.604000000000001
A,A1,car,OK,MORTGAGE,77000.0,7,0,5.522857142857143
A,A1,car,OK,RENT,6000.0,1,0,5.32
A,A1,car,OR,MORTGAGE,75000.0,8,0,5.595000000000001
A,A1,car,OR,OWN,8000.0,1,0,6.03
A,A1,car,OR,RENT,43800.0,2,1,5.32
A,A1,car,PA,MORTGAGE,118650.0,20,2,5.644500000000001
A,A1,car,PA,OWN,35600.0,7,0,5.537142857142858
A,A1,car,PA,RENT,87500.0,7,0,5.534285714285715
A,A1,car,RI,MORTGAGE,47400.0,4,0,5.345000000000001
A,A1,car,RI,OWN,5000.0,1,0,5.32
A,A1,car,RI,RENT,16000.0,1,0,5.32
A,A1,car,SC,MORTGAGE,17500.0,3,0,5.590000000000001
A,A1,car,SD,MORTGAGE,20000.0,1,0,5.32
A,A1,car,TN,MORTGAGE,61100.0,9,0,5.71
A,A1,car,TN,OWN,11100.0,2,0,5.32
A,A1,car,TN,RENT,23000.0,3,0,5.793333333333334
A,A1,car,TX,MORTGAGE,441225.0,49,1,5.5457142857142845
A,A1,car,TX,OWN,97800.0,13,0,6.124615384615385
A,A1,car,TX,RENT,58200.0,9,0,5.7844444444444445
A,A1,car,UT,MORTGAGE,27650.0,5,0,5.604000000000001
A,A1,car,UT,OWN,8000.0,1,0,5.32
A,A1,car,VA,MORTGAGE,160400.0,19,0,5.727368421052631
A,A1,car,VA,OWN,15000.0,3,0,5.32
A,A1,car,VA,RENT,57100.0,10,0,5.482
A,A1,car,VT,MORTGAGE,15000.0,1,0,6.03
A,A1,car,WA,MORTGAGE,152500.0,12,0,5.555833333333335
A,A1,car,WA,RENT,50700.0,5,0,5.746
A,A1,car,WI,MORTGAGE,70000.0,7,0,5.6242857142857146
A,A1,car,WI,OWN,7200.0,1,0,5.32
A,A1,car,WI,RENT,22000.0,2,0,5.32
A,A1,car,WV,MORTGAGE,17500.0,3,0,5.5566666666666675
A,A1,car,WV,OWN,16000.0,2,0,5.675000000000001
A,A1,car,WV,RENT,7200.0,1,0,6.03
A,A1,credit_card,AK,MORTGAGE,280675.0,18,2,5.59
A,A1,credit_card,AK,OWN,130000.0,6,0,5.658333333333334
A,A1,credit_card,AK,RENT,83200.0,7,0,5.522857142857143
A,A1,credit_card,AL,MORTGAGE,1574550.0,110,5,5.560909090909086
A,A1,credit_card,AL,OWN,208000.0,15,1,5.501333333333334
A,A1,credit_card,AL,RENT,172100.0,16,1,5.529375
A,A1,credit_card,AR,MORTGAGE,871700.0,61,2,5.578688524590163
A,A1,credit_card,AR,OWN,185550.0,15,1,5.455333333333334
A,A1,credit_card,AR,RENT,171100.0,13,0,5.436923076923078
A,A1,credit_card,AZ,MORTGAGE,3494200.0,235,9,5.5378297872340365
A,A1,credit_card,AZ,OWN,630250.0,45,1,5.486
A,A1,credit_card,AZ,RENT,1194925.0,96,3,5.589062499999998
A,A1,credit_card,CA,MORTGAGE,16340050.0,990,23,5.527656565656547
A,A1,credit_card,CA,OWN,2524975.0,165,4,5.510484848484844
A,A1,credit_card,CA,RENT,13799575.0,997,38,5.552056168505505
A,A1,credit_card,CO,MORTGAGE,3696550.0,243,5,5.575802469135797
A,A1,credit_card,CO,OWN,639100.0,39,1,5.489230769230769
A,A1,credit_card,CO,RENT,1394225.0,109,3,5.5187155963302725
A,A1,credit_card,CT,MORTGAGE,1908425.0,127,3,5.527165354330706
A,A1,credit_card,CT,OWN,543325.0,32,0,5.5534375
A,A1,credit_card,CT,RENT,902875.0,67,2,5.518059701492535
A,A1,credit_card,DC,MORTGAGE,253125.0,17,0,5.445294117647059
A,A1,credit_card,DC,OWN,20000.0,1,0,6.03
A,A1,credit_card,DC,RENT,782700.0,62,1,5.5783870967741915
A,A1,credit_card,DE,MORTGAGE,360900.0,24,1,5.46625
A,A1,credit_card,DE,OWN,61600.0,4,1,5.32
A,A1,credit_card,DE,RENT,87100.0,7,0,5.508571428571429
A,A1,credit_card,FL,MORTGAGE,8220400.0,549,18,5.526284153005468
A,A1,credit_card,FL,OWN,1659225.0,119,4,5.451680672268905
A,A1,credit_card,FL,RENT,2839875.0,235,12,5.562085106382973
A,A1,credit_card,GA,MORTGAGE,5337250.0,342,5,5.52409356725146
A,A1,credit_card,GA,OWN,740125.0,50,1,5.508599999999999
A,A1,credit_card,GA,RENT,1172050.0,98,2,5.600102040816325
A,A1,credit_card,HI,MORTGAGE,330425.0,23,0,5.556956521739131
A,A1,credit_card,HI,OWN,83000.0,5,0,5.604000000000001
A,A1,credit_card,HI,RENT,382075.0,27,2,5.5529629629629635
A,A1,credit_card,ID,MORTGAGE,173600.0,14,0,5.376428571428572
A,A1,credit_card,ID,OWN,16000.0,2,0,5.32
A,A1,credit_card,ID,RENT,79800.0,7,1,5.545714285714285
A,A1,credit_card,IL,MORTGAGE,6232975.0,386,14,5.545414507772023
A,A1,credit_card,IL,OWN,627950.0,46,2,5.500434782608695
A,A1,credit_card,IL,RENT,2500050.0,211,6,5.589763033175348
A,A1,credit_card,IN,MORTGAGE,2589825.0,182,7,5.5072527472527435
A,A1,credit_card,IN,OWN,425675.0,30,0,5.414000000000001
A,A1,credit_card,IN,RENT,494500.0,40,0,5.63625
A,A1,credit_card,KS,MORTGAGE,1341975.0,90,1,5.521555555555554
A,A1,credit_card,KS,OWN,153300.0,11,1,5.44
A,A1,credit_card,KS,RENT,325500.0,31,3,5.5677419354838715
A,A1,credit_card,KY,MORTGAGE,1239575.0,84,4,5.511190476190473
A,A1,credit_card,KY,OWN,381450.0,26,0,5.483076923076923
A,A1,credit_card,KY,RENT,269600.0,26,1,5.506923076923077
A,A1,credit_card,LA,MORTGAGE,1571950.0,114,3,5.564649122807016
A,A1,credit_card,LA,OWN,389400.0,25,1,5.4008
A,A1,credit_card,LA,RENT,358675.0,30,1,5.417000000000001
A,A1,credit_card,MA,MORTGAGE,4378075.0,280,7,5.590071428571425
A,A1,credit_card,MA,OWN,610650.0,43,1,5.485581395348837
A,A1,credit_card,MA,RENT,1859350.0,156,2,5.593269230769228
A,A1,credit_card,MD,MORTGAGE,3769850.0,236,9,5.533220338983046
A,A1,credit_card,MD,OWN,718425.0,46,0,5.521521739130435
A,A1,credit_card,MD,RENT,1078075.0,84,7,5.6046428571428555
A,A1,credit_card,ME,MORTGAGE,365700.0,24,0,5.319583333333334
A,A1,credit_card,ME,OWN,125525.0,9,0,5.318888888888889
A,A1,credit_card,ME,RENT,114500.0,9,0,5.32
A,A1,credit_card,MI,MORTGAGE,3885325.0,276,7,5.547862318840575
A,A1,credit_card,MI,OWN,793150.0,55,2,5.421636363636362
A,A1,credit_card,MI,RENT,690225.0,59,4,5.546949152542372
A,A1,credit_card,MN,MORTGAGE,3153700.0,204,5,5.5180392156862705
A,A1,credit_card,MN,OWN,431650.0,31,1,5.499032258064517
A,A1,credit_card,MN,RENT,863875.0,75,4,5.503599999999999
A,A1,credit_card,MO,MORTGAGE,2781350.0,193,5,5.5445077720207205
A,A1,credit_card,MO,OWN,432025.0,31,1,5.433870967741936
A,A1,credit_card,MO,RENT,429450.0,39,5,5.555384615384615
A,A1,credit_card,MS,MORTGAGE,564875.0,41,1,5.509756097560975
A,A1,credit_card,MS,OWN,143675.0,12,0,5.598333333333334
A,A1,credit_card,MS,RENT,99600.0,12,2,5.444166666666667
A,A1,credit_card,MT,MORTGAGE,354600.0,26,0,5.530384615384616
A,A1,credit_card,MT,OWN,87750.0,6,1,5.436666666666667
A,A1,credit_card,MT,RENT,96700.0,8,1,5.485
A,A1,credit_card,NC,MORTGAGE,4283375.0,281,6,5.487081850533806
A,A1,credit_card,NC,OWN,589200.0,51,2,5.455294117647057
A,A1,credit_card,NC,RENT,924075.0,72,3,5.543194444444444
A,A1,credit_card,ND,MORTGAGE,158600.0,11,0,5.423636363636364
A,A1,credit_card,ND,OWN,61400.0,4,0,5.32
A,A1,credit_card,ND,RENT,40700.0,4,1,5.32
A,A1,credit_card,NE,MORTGAGE,413450.0,30,0,5.369666666666668
A,A1,credit_card,NE,OWN,73575.0,6,1,5.318333333333333
A,A1,credit_card,NE,RENT,55200.0,5,0,5.32
A,A1,credit_card,NH,MORTGAGE,782050.0,49,1,5.564285714285714
A,A1,credit_card,NH,OWN,144200.0,10,1,5.532
A,A1,credit_card,NH,RENT,231250.0,17,2,5.44529411764706
A,A1,credit_card,NJ,MORTGAGE,4370500.0,271,7,5.540774907749077
A,A1,credit_card,NJ,OWN,1224125.0,74,4,5.458378378378376
A,A1,credit_card,NJ,RENT,2517700.0,189,6,5.556507936507933
A,A1,credit_card,NM,MORTGAGE,1086500.0,69,4,5.572028985507245
A,A1,credit_card,NM,OWN,196800.0,14,1,5.4142857142857155
A,A1,credit_card,NM,RENT,223600.0,13,0,5.412307692307692
A,A1,credit_card,NV,MORTGAGE,1210650.0,88,2,5.513863636363634
A,A1,credit_card,NV,OWN,267900.0,17,3,5.444117647058825
A,A1,credit_card,NV,RENT,406000.0,35,3,5.5605714285714285
A,A1,credit_card,NY,MORTGAGE,6801850.0,436,12,5.5543807339449565
A,A1,credit_card,NY,OWN,2161425.0,148,5,5.5143243243243205
A,A1,credit_card,NY,RENT,6959175.0,532,15,5.540827067669181
A,A1,credit_card,OH,MORTGAGE,5128925.0,342,10,5.506520467836257
A,A1,credit_card,OH,OWN,1221050.0,83,4,5.48325301204819
A,A1,credit_card,OH,RENT,798275.0,74,4,5.632027027027025
A,A1,credit_card,OK,MORTGAGE,1342100.0,93,4,5.523440860215051
A,A1,credit_card,OK,OWN,292100.0,21,1,5.6642857142857155
A,A1,credit_card,OK,RENT,196925.0,19,3,5.607368421052632
A,A1,credit_card,OR,MORTGAGE,1899400.0,123,1,5.526178861788615
A,A1,credit_card,OR,OWN,182100.0,11,0,5.456363636363637
A,A1,credit_card,OR,RENT,785975.0,58,2,5.5410344827586195
A,A1,credit_card,PA,MORTGAGE,3924150.0,267,8,5.5497378277153535
A,A1,credit_card,PA,OWN,557125.0,45,2,5.542222222222223
A,A1,credit_card,PA,RENT,1289900.0,115,6,5.610260869565216
A,A1,credit_card,RI,MORTGAGE,660175.0,41,0,5.621951219512195
A,A1,credit_card,RI,OWN,91075.0,7,1,5.420000000000001
A,A1,credit_card,RI,RENT,265700.0,26,2,5.547307692307693
A,A1,credit_card,SC,MORTGAGE,1589050.0,114,3,5.569736842105261
A,A1,credit_card,SC,OWN,230500.0,16,0,5.4818750000000005
A,A1,credit_card,SC,RENT,317325.0,25,0,5.5188000000000015
A,A1,credit_card,SD,MORTGAGE,218975.0,14,0,5.573571428571428
A,A1,credit_card,SD,OWN,46700.0,4,0,5.675000000000001
A,A1,credit_card,SD,RENT,34500.0,6,1,5.54
A,A1,credit_card,TN,MORTGAGE,1862600.0,135,4,5.508814814814812
A,A1,credit_card,TN,OWN,387950.0,25,1,5.5708
A,A1,credit_card,TN,RENT,341400.0,32,2,5.499375000000001
A,A1,credit_card,TX,ANY,10000.0,1,0,5.32
A,A1,credit_card,TX,MORTGAGE,12696025.0,804,20,5.531007462686563
A,A1,credit_card,TX,OWN,2461600.0,165,6,5.512303030303028
A,A1,credit_card,TX,RENT,3225975.0,253,12,5.553873517786557
A,A1,credit_card,UT,MORTGAGE,1038775.0,72,2,5.4661111111111085
A,A1,credit_card,UT,OWN,148100.0,9,0,5.565555555555556
A,A1,credit_card,UT,RENT,278775.0,23,1,5.53608695652174
A,A1,credit_card,VA,MORTGAGE,4923025.0,303,6,5.53927392739274
A,A1,credit_card,VA,OWN,1006900.0,59,2,5.460847457627118
A,A1,credit_card,VA,RENT,1615175.0,114,6,5.57736842105263
A,A1,credit_card,VT,MORTGAGE,372500.0,25,0,5.5988
A,A1,credit_card,VT,OWN,81000.0,6,0,5.4383333333333335
A,A1,credit_card,VT,RENT,89000.0,7,0,5.421428571428572
A,A1,credit_card,WA,MORTGAGE,3034575.0,195,5,5.576820512820509
A,A1,credit_card,WA,OWN,246525.0,17,0,5.438823529411765
A,A1,credit_card,WA,RENT,1144575.0,78,0,5.544743589743588
A,A1,credit_card,WI,MORTGAGE,2295275.0,164,5,5.532499999999997
A,A1,credit_card,WI,OWN,435725.0,30,0,5.458
A,A1,credit_card,WI,RENT,580625.0,52,2,5.551346153846153
A,A1,credit_card,WV,MORTGAGE,641000.0,45,0,5.6146666666666665
A,A1,credit_card,WV,OWN,249800.0,15,0,5.401333333333334
A,A1,credit_card,WV,RENT,132700.0,10,0,5.533
A,A1,credit_card,WY,MORTGAGE,346000.0,26,0,5.624615384615385
A,A1,credit_card,WY,OWN,85650.0,5,0,5.604000000000001
A,A1,credit_card,WY,RENT,22750.0,3,0,5.760000000000001
A,A1,debt_consolidation,AK,MORTGAGE,657825.0,35,3,5.562571428571428
A,A1,debt_consolidation,AK,OWN,51000.0,4,0,5.32
A,A1,debt_consolidation,AK,RENT,101150.0,9,0,5.398888888888889
A,A1,debt_consolidation,AL,MORTGAGE,2219175.0,147,7,5.588503401360541
A,A1,debt_consolidation,AL,OWN,338975.0,27,0,5.507777777777779
A,A1,debt_consolidation,AL,RENT,189275.0,17,2,5.534705882352942
A,A1,debt_consolidation,AR,MORTGAGE,1268200.0,93,0,5.547634408602149
A,A1,debt_consolidation,AR,OWN,226675.0,20,0,5.4265
A,A1,debt_consolidation,AR,RENT,196025.0,14,0,5.479285714285715
A,A1,debt_consolidation,AZ,MORTGAGE,5318700.0,355,12,5.549436619718307
A,A1,debt_consolidation,AZ,OWN,689525.0,47,3,5.462553191489362
A,A1,debt_consolidation,AZ,RENT,1379875.0,101,4,5.52168316831683
A,A1,debt_consolidation,CA,ANY,35000.0,1,0,5.32
A,A1,debt_consolidation,CA,MORTGAGE,23902225.0,1496,19,5.555434491978644
A,A1,debt_consolidation,CA,OWN,2583850.0,176,5,5.528181818181813
A,A1,debt_consolidation,CA,RENT,17067000.0,1243,43,5.557666934835087
A,A1,debt_consolidation,CO,MORTGAGE,6201625.0,399,16,5.545814536340849
A,A1,debt_consolidation,CO,OWN,520000.0,35,0,5.513714285714286
A,A1,debt_consolidation,CO,RENT,1218050.0,89,2,5.505393258426964
A,A1,debt_consolidation,CT,MORTGAGE,2890850.0,190,7,5.575473684210521
A,A1,debt_consolidation,CT,OWN,500725.0,33,2,5.544242424242425
A,A1,debt_consolidation,CT,RENT,827025.0,70,3,5.566285714285712
A,A1,debt_consolidation,DC,MORTGAGE,443250.0,30,0,5.769000000000001
A,A1,debt_consolidation,DC,OWN,25000.0,1,0,5.93
A,A1,debt_consolidation,DC,RENT,551150.0,45,0,5.588222222222222
A,A1,debt_consolidation,DE,MORTGAGE,617600.0,45,2,5.6339999999999995
A,A1,debt_consolidation,DE,OWN,109400.0,7,0,5.32
A,A1,debt_consolidation,DE,RENT,122000.0,8,0,5.31875
A,A1,debt_consolidation,FL,MORTGAGE,12300225.0,799,31,5.538948685857309
A,A1,debt_consolidation,FL,OWN,1973600.0,126,8,5.515555555555553
A,A1,debt_consolidation,FL,RENT,3525050.0,283,15,5.534805653710242
A,A1,debt_consolidation,GA,MORTGAGE,7739325.0,494,11,5.561255060728749
A,A1,debt_consolidation,GA,OWN,880950.0,59,2,5.514745762711864
A,A1,debt_consolidation,GA,RENT,1191200.0,100,2,5.556599999999999
A,A1,debt_consolidation,HI,MORTGAGE,550975.0,33,1,5.544545454545456
A,A1,debt_consolidation,HI,OWN,97000.0,7,1,5.522857142857143
A,A1,debt_consolidation,HI,RENT,605575.0,39,2,5.4828205128205125
A,A1,debt_consolidation,ID,MORTGAGE,288050.0,17,0,5.361176470588236
A,A1,debt_consolidation,ID,RENT,82200.0,5,0,5.478
A,A1,debt_consolidation,IL,MORTGAGE,7677575.0,493,9,5.537829614604465
A,A1,debt_consolidation,IL,OWN,823425.0,59,4,5.592203389830508
A,A1,debt_consolidation,IL,RENT,2455900.0,188,8,5.573457446808505
A,A1,debt_consolidation,IN,MORTGAGE,3317400.0,226,11,5.483539823008844
A,A1,debt_consolidation,IN,OWN,427125.0,29,0,5.487241379310346
A,A1,debt_consolidation,IN,RENT,320900.0,31,0,5.5196774193548395
A,A1,debt_consolidation,KS,MORTGAGE,1661825.0,124,1,5.529112903225804
A,A1,debt_consolidation,KS,OWN,166875.0,14,1,5.515714285714286
A,A1,debt_consolidation,KS,RENT,347600.0,30,1,5.594
A,A1,debt_consolidation,KY,MORTGAGE,1400375.0,104,4,5.563365384615382
A,A1,debt_consolidation,KY,OWN,279800.0,21,0,5.353809523809524
A,A1,debt_consolidation,KY,RENT,265950.0,22,1,5.577727272727273
A,A1,debt_consolidation,LA,ANY,32000.0,1,0,5.32
A,A1,debt_consolidation,LA,MORTGAGE,2246500.0,153,4,5.5604575163398655
A,A1,debt_consolidation,LA,OWN,379950.0,27,0,5.455185185185186
A,A1,debt_consolidation,LA,RENT,560875.0,36,2,5.469166666666666
A,A1,debt_consolidation,MA,MORTGAGE,5364875.0,360,11,5.593250000000002
A,A1,debt_consolidation,MA,OWN,736175.0,54,3,5.560925925925925
A,A1,debt_consolidation,MA,RENT,2355475.0,187,11,5.6091978609625635
A,A1,debt_consolidation,MD,MORTGAGE,4975275.0,299,4,5.537090301003337
A,A1,debt_consolidation,MD,OWN,547600.0,33,1,5.574848484848484
A,A1,debt_consolidation,MD,RENT,1140650.0,94,7,5.553936170212764
A,A1,debt_consolidation,ME,MORTGAGE,268750.0,20,0,5.32
A,A1,debt_consolidation,ME,OWN,35100.0,4,1,5.32
A,A1,debt_consolidation,ME,RENT,14500.0,2,0,5.32
A,A1,debt_consolidation,MI,MORTGAGE,5026375.0,334,8,5.526287425149701
A,A1,debt_consolidation,MI,OWN,735100.0,51,3,5.503137254901961
A,A1,debt_consolidation,MI,RENT,920375.0,70,2,5.566285714285713
A,A1,debt_consolidation,MN,MORTGAGE,4334500.0,281,9,5.590249110320278
A,A1,debt_consolidation,MN,OWN,617800.0,47,2,5.54
A,A1,debt_consolidation,MN,RENT,933900.0,81,4,5.568765432098764
A,A1,debt_consolidation,MO,MORTGAGE,3258225.0,228,7,5.562719298245608
A,A1,debt_consolidation,MO,OWN,416600.0,29,1,5.633103448275863
A,A1,debt_consolidation,MO,RENT,504700.0,47,3,5.5057446808510635
A,A1,debt_consolidation,MS,MORTGAGE,676400.0,50,3,5.460999999999999
A,A1,debt_consolidation,MS,OWN,121000.0,9,0,5.477777777777778
A,A1,debt_consolidation,MS,RENT,69500.0,7,0,5.4071428571428575
A,A1,debt_consolidation,MT,MORTGAGE,675725.0,45,0,5.634444444444444
A,A1,debt_consolidation,MT,OWN,42100.0,5,0,5.46
A,A1,debt_consolidation,MT,RENT,149400.0,10,0,5.674
A,A1,debt_consolidation,NC,MORTGAGE,6461325.0,435,14,5.530068965517246
A,A1,debt_consolidation,NC,OWN,811200.0,61,1,5.491147540983605
A,A1,debt_consolidation,NC,RENT,1057150.0,81,5,5.5360493827160475
A,A1,debt_consolidation,ND,MORTGAGE,125700.0,9,0,5.318888888888889
A,A1,debt_consolidation,ND,OWN,68500.0,4,0,5.32
A,A1,debt_consolidation,ND,RENT,29000.0,3,0,5.32
A,A1,debt_consolidation,NE,MORTGAGE,472675.0,30,0,5.320000000000001
A,A1,debt_consolidation,NE,OWN,62300.0,5,0,5.32
A,A1,debt_consolidation,NE,RENT,110500.0,8,0,5.32
A,A1,debt_consolidation,NH,MORTGAGE,1321025.0,93,1,5.526989247311826
A,A1,debt_consolidation,NH,OWN,247500.0,17,0,5.537647058823531
A,A1,debt_consolidation,NH,RENT,369500.0,30,2,5.6160000000000005
A,A1,debt_consolidation,NJ,MORTGAGE,6420825.0,401,20,5.548254364089774
A,A1,debt_consolidation,NJ,OWN,1241500.0,87,5,5.548965517241378
A,A1,debt_consolidation,NJ,RENT,3160925.0,229,11,5.605545851528379
A,A1,debt_consolidation,NM,MORTGAGE,1016050.0,72,5,5.525694444444444
A,A1,debt_consolidation,NM,OWN,173750.0,12,0,5.4375
A,A1,debt_consolidation,NM,RENT,355525.0,26,1,5.641923076923078
A,A1,debt_consolidation,NV,MORTGAGE,2539800.0,173,7,5.51196531791907
A,A1,debt_consolidation,NV,OWN,212175.0,15,1,5.414666666666666
A,A1,debt_consolidation,NV,RENT,718375.0,60,2,5.491666666666666
A,A1,debt_consolidation,NY,MORTGAGE,9732275.0,637,19,5.586012558869706
A,A1,debt_consolidation,NY,OWN,2627100.0,176,8,5.526874999999996
A,A1,debt_consolidation,NY,RENT,8311425.0,619,26,5.589337641357027
A,A1,debt_consolidation,OH,MORTGAGE,6452075.0,415,12,5.555228915662653
A,A1,debt_consolidation,OH,OWN,946225.0,67,1,5.4410447761194005
A,A1,debt_consolidation,OH,RENT,1151625.0,98,1,5.62581632653061
A,A1,debt_consolidation,OK,MORTGAGE,1932000.0,123,7,5.495853658536582
A,A1,debt_consolidation,OK,OWN,214525.0,19,2,5.563157894736843
A,A1,debt_consolidation,OK,RENT,180800.0,16,0,5.579375000000001
A,A1,debt_consolidation,OR,ANY,6800.0,1,0,5.32
A,A1,debt_consolidation,OR,MORTGAGE,2224925.0,159,4,5.588993710691821
A,A1,debt_consolidation,OR,OWN,81300.0,5,0,5.478
A,A1,debt_consolidation,OR,RENT,766925.0,77,2,5.569999999999999
A,A1,debt_consolidation,PA,MORTGAGE,5907025.0,403,19,5.605260545905703
A,A1,debt_consolidation,PA,OWN,866850.0,65,1,5.522615384615382
A,A1,debt_consolidation,PA,RENT,1536125.0,131,7,5.620076335877861
A,A1,debt_consolidation,RI,MORTGAGE,917400.0,63,1,5.552857142857142
A,A1,debt_consolidation,RI,OWN,142500.0,11,0,5.449090909090909
A,A1,debt_consolidation,RI,RENT,247900.0,22,1,5.449090909090909
A,A1,debt_consolidation,SC,MORTGAGE,2530700.0,176,2,5.564772727272724
A,A1,debt_consolidation,SC,OWN,319600.0,27,0,5.479259259259259
A,A1,debt_consolidation,SC,RENT,248900.0,23,2,5.759130434782609
A,A1,debt_consolidation,SD,MORTGAGE,545375.0,33,1,5.556060606060607
A,A1,debt_consolidation,SD,OWN,46000.0,3,0,5.5566666666666675
A,A1,debt_consolidation,SD,RENT,167300.0,12,0,5.4383333333333335
A,A1,debt_consolidation,TN,MORTGAGE,3137725.0,215,10,5.529860465116274
A,A1,debt_consolidation,TN,OWN,323300.0,24,0,5.467083333333334
A,A1,debt_consolidation,TN,RENT,649225.0,54,1,5.469999999999999
